,ID,Generation,Region,Name,Type,Pokémon.Role,Legendary,Sex,Height,Weight,Health,Attack,Sp.Attack,Defense,Sp.Defense,Speed,Total,Abilities,Height.ft,Weight.lbs,Weight.Class,Height.Class
1579,867,8,Galar,Runerigus,Ground,"Tank, Debuffer, Crowd Controller",No,"Male, Female",1.6 m (5′03″),66.6 kg (146.8 lbs),58,95,50,145,105,30,483,Wandering Spirit,5.03,146.8,Class 3,Class 4
1580,867,8,Galar,Runerigus,Ghost,"Tank, Debuffer, Crowd Controller",No,"Male, Female",1.6 m (5′03″),66.6 kg (146.8 lbs),58,95,50,145,105,30,483,Wandering Spirit,5.03,146.8,Class 3,Class 4
1581,868,8,Galar,Milcery,Fairy,"Healer, Buffer, Support",No,Female,0.2 m (0′08″),0.3 kg (0.7 lbs),45,40,50,40,61,34,270,"Sweet Veil, Aroma Veil",0.08,0.7,Class 1,Class 1
1582,869,8,Galar,Alcremie,Fairy,"Healer, Support, Buffer",No,Female,0.3 m (1′00″),0.5 kg (1.1 lbs),65,60,110,75,121,64,495,"Sweet Veil, Aroma Veil",1,1.1,Class 1,Class 1
1583,870,8,Galar,Falinks,Fighting,"DPS Melee, Tank, Crowd Controller",No,Genderless,3.0 m (9′10″),62.0 kg (136.7 lbs),65,100,70,100,60,75,470,"Battle Armor, Defiant",9.1,136.7,Class 3,Class 4
1584,871,8,Galar,Pincurchin,Electric,"Support, Debuffer",No,"Male, Female",0.3 m (1′00″),1.0 kg (2.2 lbs),48,101,91,95,85,15,435,"Lightning Rod, Electric Surge",1,2.2,Class 1,Class 1
1585,872,8,Galar,Snom,Ice,"Mage, Scout, Buffer",No,"Male, Female",0.3 m (1′00″),3.8 kg (8.4 lbs),30,25,45,35,30,20,185,"Shield Dust, Ice Scales",1,8.4,Class 1,Class 1
1586,872,8,Galar,Snom,Bug,"Mage, Scout, Buffer",No,"Male, Female",0.3 m (1′00″),3.8 kg (8.4 lbs),30,25,45,35,30,20,185,"Shield Dust, Ice Scales",1,8.4,Class 1,Class 1
1587,873,8,Galar,Frosmoth,Ice,"Mage, Buffer, Crowd Controller",No,"Male, Female",1.3 m (4′03″),42.0 kg (92.6 lbs),70,65,125,60,90,65,475,"Shield Dust, Ice Scales",4.03,92.6,Class 3,Class 3
1588,873,8,Galar,Frosmoth,Bug,"Mage, Buffer, Crowd Controller",No,"Male, Female",1.3 m (4′03″),42.0 kg (92.6 lbs),70,65,125,60,90,65,475,"Shield Dust, Ice Scales",4.03,92.6,Class 3,Class 3
1589,874,8,Galar,Stonjourner,Rock,"Tank, DPS Melee, Buffer",No,"Male, Female",2.5 m (8′02″),520.0 kg (1146.4 lbs),100,125,20,135,20,70,470,Power Spot,8.02,1146.4,Class 4,Class 4
1590,875,8,Galar,"Eiscue
Ice Face",Ice,"Tank, Support",No,"Male, Female",1.4 m (4′07″),89.0 kg (196.2 lbs),75,80,65,110,90,50,470,Ice Face,4.07,196.2,Class 4,Class 3
1591,875,8,Galar,"Eiscue
Noice Face",Ice,"DPS Ranged, Support",No,"Male, Female",1.4 m (4′07″),89.0 kg (196.2 lbs),75,80,65,70,50,130,470,Ice Face,4.07,196.2,Class 4,Class 3
1592,876,8,Galar,Indeedee,Psychic,"Healer, Buffer, Support",No,Male,0.9 m (2′11″),28.0 kg (61.7 lbs),60,65,105,55,95,95,475,"Inner Focus, Synchronize, Psychic Surge",2.11,61.7,Class 2,Class 2
1593,876,8,Galar,Indeedee,Normal,"Healer, Buffer, Support",No,Male,0.9 m (2′11″),28.0 kg (61.7 lbs),60,65,105,55,95,95,475,"Inner Focus, Synchronize, Psychic Surge",2.11,61.7,Class 2,Class 2
1594,876,8,Galar,Indeedee,Psychic,"Healer, Buffer, Support",No,Female,0.9 m (2′11″),28.0 kg (61.7 lbs),70,55,95,65,105,85,475,"Inner Focus, Synchronize, Psychic Surge",2.11,61.7,Class 2,Class 2
1595,876,8,Galar,Indeedee,Normal,"Healer, Buffer, Support",No,Female,0.9 m (2′11″),28.0 kg (61.7 lbs),70,55,95,65,105,85,475,"Inner Focus, Synchronize, Psychic Surge",2.11,61.7,Class 2,Class 2
1596,877,8,Galar,"Morpeko
Full Belly Mode",Electric,"DPS Melee, Buffer",No,"Male, Female",0.3 m (1′00″),3.0 kg (6.6 lbs),58,95,70,58,58,97,436,Hunger Switch,1,6.6,Class 1,Class 1
1597,877,8,Galar,"Morpeko
Full Belly Mode",Dark,"DPS Melee, Buffer",No,"Male, Female",0.3 m (1′00″),3.0 kg (6.6 lbs),58,95,70,58,58,97,436,Hunger Switch,1,6.6,Class 1,Class 1
1598,877,8,Galar,"Morpeko
Hangry Mode",Electric,"DPS Melee, Debuffer",No,"Male, Female",0.3 m (1′00″),3.0 kg (6.6 lbs),58,95,70,58,58,97,436,Hunger Switch,1,6.6,Class 1,Class 1
1599,877,8,Galar,"Morpeko
Hangry Mode",Dark,"DPS Melee, Debuffer",No,"Male, Female",0.3 m (1′00″),3.0 kg (6.6 lbs),58,95,70,58,58,97,436,Hunger Switch,1,6.6,Class 1,Class 1
1600,878,8,Galar,Cufant,Steel,"Tank, Support",No,"Male, Female",1.2 m (3′11″),100.0 kg (220.5 lbs),72,80,40,49,49,40,330,"Sheer Force, Heavy Metal",3.11,220.5,Class 4,Class 3
1601,879,8,Galar,Copperajah,Steel,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",3.0 m (9′10″),650.0 kg (1433.0 lbs),122,130,80,69,69,30,500,"Sheer Force, Heavy Metal",9.1,1433,Class 4,Class 4
1602,880,8,Galar,Dracozolt,Electric,"DPS Ranged, Crowd Controller",No,Genderless,1.8 m (5′11″),190.0 kg (418.9 lbs),90,100,80,90,70,75,505,"Volt Absorb, Hustle, Sand Rush",5.11,418.9,Class 4,Class 4
1603,880,8,Galar,Dracozolt,Dragon,"DPS Ranged, Crowd Controller",No,Genderless,1.8 m (5′11″),190.0 kg (418.9 lbs),90,100,80,90,70,75,505,"Volt Absorb, Hustle, Sand Rush",5.11,418.9,Class 4,Class 4
1604,881,8,Galar,Arctozolt,Electric,"DPS Ranged, Mage",No,Genderless,2.3 m (7′07″),150.0 kg (330.7 lbs),90,100,90,90,80,55,505,"Volt Absorb, Static, Slush Rush",7.07,330.7,Class 4,Class 4
1605,881,8,Galar,Arctozolt,Ice,"DPS Ranged, Mage",No,Genderless,2.3 m (7′07″),150.0 kg (330.7 lbs),90,100,90,90,80,55,505,"Volt Absorb, Static, Slush Rush",7.07,330.7,Class 4,Class 4
1606,882,8,Galar,Dracovish,Water,"DPS Melee, Crowd Controller",No,Genderless,2.3 m (7′07″),215.0 kg (474.0 lbs),90,90,70,100,80,75,505,"Water Absorb, Strong Jaw, Sand Rush",7.07,474,Class 4,Class 4
1607,882,8,Galar,Dracovish,Dragon,"DPS Melee, Crowd Controller",No,Genderless,2.3 m (7′07″),215.0 kg (474.0 lbs),90,90,70,100,80,75,505,"Water Absorb, Strong Jaw, Sand Rush",7.07,474,Class 4,Class 4
1608,883,8,Galar,Arctovish,Water,"Tank, DPS Ranged",No,Genderless,2.0 m (6′07″),175.0 kg (385.8 lbs),90,90,80,100,90,55,505,"Water Absorb, Ice Body, Slush Rush",6.07,385.8,Class 4,Class 4
1609,883,8,Galar,Arctovish,Ice,"Tank, DPS Ranged",No,Genderless,2.0 m (6′07″),175.0 kg (385.8 lbs),90,90,80,100,90,55,505,"Water Absorb, Ice Body, Slush Rush",6.07,385.8,Class 4,Class 4
1610,884,8,Galar,Duraludon,Steel,"Tank, DPS Ranged, Support",No,"Male, Female",1.8 m (5′11″),40.0 kg (88.2 lbs),70,95,120,115,50,85,535,"Light Metal, Heavy Metal, Stalwart",5.11,88.2,Class 3,Class 4
1611,884,8,Galar,Duraludon,Dragon,"Tank, DPS Ranged, Support",No,"Male, Female",1.8 m (5′11″),40.0 kg (88.2 lbs),70,95,120,115,50,85,535,"Light Metal, Heavy Metal, Stalwart",5.11,88.2,Class 3,Class 4
1612,885,8,Galar,Dreepy,Dragon,"Scout, DPS Melee",No,"Male, Female",0.5 m (1′08″),2.0 kg (4.4 lbs),28,60,40,30,30,82,270,"Clear Body, Infiltrator, Cursed Body",1.08,4.4,Class 1,Class 1
1613,885,8,Galar,Dreepy,Ghost,"Scout, DPS Melee",No,"Male, Female",0.5 m (1′08″),2.0 kg (4.4 lbs),28,60,40,30,30,82,270,"Clear Body, Infiltrator, Cursed Body",1.08,4.4,Class 1,Class 1
1614,886,8,Galar,Drakloak,Dragon,"DPS Melee, Scout",No,"Male, Female",1.4 m (4′07″),11.0 kg (24.3 lbs),68,80,60,50,50,102,410,"Clear Body, Infiltrator, Cursed Body",4.07,24.3,Class 2,Class 3
1615,886,8,Galar,Drakloak,Ghost,"DPS Melee, Scout",No,"Male, Female",1.4 m (4′07″),11.0 kg (24.3 lbs),68,80,60,50,50,102,410,"Clear Body, Infiltrator, Cursed Body",4.07,24.3,Class 2,Class 3
1616,887,8,Galar,Dragapult,Dragon,"DPS Ranged, Scout, Support",No,"Male, Female",3.0 m (9′10″),50.0 kg (110.2 lbs),88,120,100,75,75,142,600,"Clear Body, Infiltrator, Cursed Body",9.1,110.2,Class 3,Class 4
1617,887,8,Galar,Dragapult,Ghost,"DPS Ranged, Scout, Support",No,"Male, Female",3.0 m (9′10″),50.0 kg (110.2 lbs),88,120,100,75,75,142,600,"Clear Body, Infiltrator, Cursed Body",9.1,110.2,Class 3,Class 4
1618,888,8,Galar,"Zacian
Hero of Many Battles",Fairy,"DPS Melee, Support, Tank",Yes,Genderless,2.8 m (9′02″),110.0 kg (242.5 lbs),92,120,80,115,115,138,660,Intrepid Sword,9.02,242.5,Class 4,Class 4
1619,888,8,Galar,"Zacian
Crowned Sword",Fairy,"DPS Melee, Tank, Crowd Controller",Yes,Genderless,2.8 m (9′02″),110.0 kg (242.5 lbs),92,150,80,115,115,148,700,Intrepid Sword,9.02,242.5,Class 4,Class 4
1620,888,8,Galar,"Zacian
Crowned Sword",Steel,"DPS Melee, Tank, Crowd Controller",Yes,Genderless,2.8 m (9′02″),110.0 kg (242.5 lbs),92,150,80,115,115,148,700,Intrepid Sword,9.02,242.5,Class 4,Class 4
1621,889,8,Galar,"Zamazenta
Hero of Many Battles",Fighting,"Tank, Support, Crowd Controller",Yes,Genderless,2.9 m (9′06″),210.0 kg (463.0 lbs),92,120,80,115,115,138,660,Dauntless Shield,9.06,463,Class 4,Class 4
1622,889,8,Galar,"Zamazenta
Crowned Shield",Fighting,"Tank, Support, Buffer",Yes,Genderless,2.9 m (9′06″),210.0 kg (463.0 lbs),92,120,80,140,140,128,700,Dauntless Shield,9.06,463,Class 4,Class 4
1623,889,8,Galar,"Zamazenta
Crowned Shield",Steel,"Tank, Support, Buffer",Yes,Genderless,2.9 m (9′06″),210.0 kg (463.0 lbs),92,120,80,140,140,128,700,Dauntless Shield,9.06,463,Class 4,Class 4
1624,890,8,Galar,Eternatus,Poison,"Mage, DPS Ranged, Crowd Controller",Yes,Genderless,20.0 m (65′07″),950.0 kg (2094.4 lbs),140,85,145,95,95,130,690,Pressure,65.07,2094.4,Class 4,Class 4
1625,890,8,Galar,Eternatus,Dragon,"Mage, DPS Ranged, Crowd Controller",Yes,Genderless,20.0 m (65′07″),950.0 kg (2094.4 lbs),140,85,145,95,95,130,690,Pressure,65.07,2094.4,Class 4,Class 4
1626,890,8,Galar,"Eternatus
Eternamax",Poison,"Mage, DPS Ranged, Support",Yes,Genderless,20.0 m (65′07″),950.0 kg (2094.4 lbs),255,115,125,250,250,130,1125,Pressure,65.07,2094.4,Class 4,Class 4
1627,890,8,Galar,"Eternatus
Eternamax",Dragon,"Mage, DPS Ranged, Support",Yes,Genderless,20.0 m (65′07″),950.0 kg (2094.4 lbs),255,115,125,250,250,130,1125,Pressure,65.07,2094.4,Class 4,Class 4
1628,891,8,Galar,Kubfu,Fighting,"DPS Melee, Scout",Yes,"Male, Female",0.6 m (2′00″),12.0 kg (26.5 lbs),60,90,53,60,50,72,385,Inner Focus,2,26.5,Class 2,Class 1
1629,892,8,Galar,"Urshifu
Single Strike Style",Fighting,"DPS Melee, Tank, Crowd Controller",Yes,"Male, Female",1.9 m (6′03″),105.0 kg (231.5 lbs),100,130,63,100,60,97,550,Unseen Fist,6.03,231.5,Class 4,Class 4
1630,892,8,Galar,"Urshifu
Single Strike Style",Dark,"DPS Melee, Tank, Crowd Controller",Yes,"Male, Female",1.9 m (6′03″),105.0 kg (231.5 lbs),100,130,63,100,60,97,550,Unseen Fist,6.03,231.5,Class 4,Class 4
1631,892,8,Galar,"Urshifu
Rapid Strike Style",Fighting,"DPS Melee, Support, Scout",Yes,"Male, Female",1.9 m (6′03″),105.0 kg (231.5 lbs),100,130,63,100,60,97,550,Unseen Fist,6.03,231.5,Class 4,Class 4
1632,892,8,Galar,"Urshifu
Rapid Strike Style",Water,"DPS Melee, Support, Scout",Yes,"Male, Female",1.9 m (6′03″),105.0 kg (231.5 lbs),100,130,63,100,60,97,550,Unseen Fist,6.03,231.5,Class 4,Class 4
1633,893,8,Galar,Zarude,Dark,"DPS Melee, Tank, Scout",No,Genderless,1.8 m (5′11″),70.0 kg (154.3 lbs),105,120,70,105,95,105,600,Leaf Guard,5.11,154.3,Class 3,Class 4
1634,893,8,Galar,Zarude,Grass,"DPS Melee, Tank, Scout",No,Genderless,1.8 m (5′11″),70.0 kg (154.3 lbs),105,120,70,105,95,105,600,Leaf Guard,5.11,154.3,Class 3,Class 4
1635,894,8,Galar,Regieleki,Electric,"DPS Ranged, Scout, Support",Yes,Genderless,1.2 m (3′11″),145.0 kg (319.7 lbs),80,100,100,50,50,200,580,Transistor,3.11,319.7,Class 4,Class 3
1636,895,8,Galar,Regidrago,Dragon,"DPS Melee, Buffer, Support",Yes,Genderless,2.1 m (6′11″),200.0 kg (440.9 lbs),200,100,100,50,50,80,580,Dragon's Maw,6.11,440.9,Class 4,Class 4
1637,896,8,Galar,Glastrier,Ice,"Tank, DPS Melee, Crowd Controller",Yes,Genderless,2.2 m (7′03″),800.0 kg (1763.7 lbs),100,145,65,130,110,30,580,Chilling Neigh,7.03,1763.7,Class 4,Class 4
1638,897,8,Galar,Spectrier,Ghost,"DPS Ranged, Debuffer, Scout",Yes,Genderless,2.0 m (6′07″),44.5 kg (98.1 lbs),100,65,145,60,80,130,580,Grim Neigh,6.07,98.1,Class 3,Class 4
1639,898,8,Galar,Calyrex,Psychic,"Mage, Support, Buffer",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,80,80,80,80,80,500,Unnerve,3.07,17,Class 1,Class 3
1640,898,8,Galar,Calyrex,Grass,"Mage, Support, Buffer",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,80,80,80,80,80,500,Unnerve,3.07,17,Class 1,Class 3
1641,898,8,Galar,"Calyrex
Ice Rider",Psychic,"Tank, DPS Melee, Crowd Controller",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,165,85,150,130,50,680,Unnerve,3.07,17,Class 1,Class 3
1642,898,8,Galar,"Calyrex
Ice Rider",Ice,"Tank, DPS Melee, Crowd Controller",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,165,85,150,130,50,680,Unnerve,3.07,17,Class 1,Class 3
1643,898,8,Galar,"Calyrex
Shadow Rider",Psychic,"DPS Ranged, Mage, Debuffer",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,85,165,80,100,150,680,Unnerve,3.07,17,Class 1,Class 3
1644,898,8,Galar,"Calyrex
Shadow Rider",Ghost,"DPS Ranged, Mage, Debuffer",Yes,Genderless,1.1 m (3′07″),7.7 kg (17.0 lbs),100,85,165,80,100,150,680,Unnerve,3.07,17,Class 1,Class 3
1645,899,8,Galar,Wyrdeer,Normal,"Support, Buffer, DPS Melee",No,"Male, Female",1.8 m (5′11″),95.1 kg (209.7 lbs),103,105,105,72,75,65,525,"Intimidate, Frisk, Sap Sipper",5.11,209.7,Class 4,Class 4
1646,899,8,Galar,Wyrdeer,Psychic,"Support, Buffer, DPS Melee",No,"Male, Female",1.8 m (5′11″),95.1 kg (209.7 lbs),103,105,105,72,75,65,525,"Intimidate, Frisk, Sap Sipper",5.11,209.7,Class 4,Class 4
1647,900,8,Galar,Kleavor,Bug,"DPS Melee, Scout, Crowd Controller",No,"Male, Female",1.8 m (5′11″),89.0 kg (196.2 lbs),70,135,45,95,70,85,500,"Swarm, Sheer Force, Sharpness",5.11,196.2,Class 4,Class 4
1648,900,8,Galar,Kleavor,Rock,"DPS Melee, Scout, Crowd Controller",No,"Male, Female",1.8 m (5′11″),89.0 kg (196.2 lbs),70,135,45,95,70,85,500,"Swarm, Sheer Force, Sharpness",5.11,196.2,Class 4,Class 4
1649,901,8,Galar,Ursaluna,Ground,"Tank, DPS Melee, Support",No,"Male, Female",2.4 m (7′10″),290.0 kg (639.3 lbs),130,140,45,105,80,50,550,"Guts, Bulletproof, Unnerve",7.1,639.3,Class 4,Class 4
1650,901,8,Galar,Ursaluna,Normal,"Tank, DPS Melee, Support",No,"Male, Female",2.4 m (7′10″),290.0 kg (639.3 lbs),130,140,45,105,80,50,550,"Guts, Bulletproof, Unnerve",7.1,639.3,Class 4,Class 4
1651,901,8,Galar,"Ursaluna
Bloodmoon",Ground,"Mage, DPS Melee, Buffer",No,"Male, Female",2.4 m (7′10″),290.0 kg (639.3 lbs),113,70,135,120,65,52,555,"Guts, Bulletproof, Unnerve",7.1,639.3,Class 4,Class 4
1652,901,8,Galar,"Ursaluna
Bloodmoon",Normal,"Mage, DPS Melee, Buffer",No,"Male, Female",2.4 m (7′10″),290.0 kg (639.3 lbs),113,70,135,120,65,52,555,"Guts, Bulletproof, Unnerve",7.1,639.3,Class 4,Class 4
1653,902,8,Galar,Basculegion,Water,"DPS Melee, Crowd Controller, Scout",No,Male,3.0 m (9′10″),110.0 kg (242.5 lbs),120,112,80,65,75,78,530,"Swift Swim, Adaptability, Mold Breaker",9.1,242.5,Class 4,Class 4
1654,902,8,Galar,Basculegion,Ghost,"DPS Melee, Crowd Controller, Scout",No,Male,3.0 m (9′10″),110.0 kg (242.5 lbs),120,112,80,65,75,78,530,"Swift Swim, Adaptability, Mold Breaker",9.1,242.5,Class 4,Class 4
1655,902,8,Galar,Basculegion,Water,"DPS Melee, Crowd Controller, Scout",No,Female,3.0 m (9′10″),110.0 kg (242.5 lbs),120,92,100,65,75,78,530,"Swift Swim, Adaptability, Mold Breaker",9.1,242.5,Class 4,Class 4
1656,902,8,Galar,Basculegion,Ghost,"DPS Melee, Crowd Controller, Scout",No,Female,3.0 m (9′10″),110.0 kg (242.5 lbs),120,92,100,65,75,78,530,"Swift Swim, Adaptability, Mold Breaker",9.1,242.5,Class 4,Class 4
1657,903,8,Galar,Sneasler,Fighting,"DPS Melee, Scout, Debuffer",No,"Male, Female",1.3 m (4′03″),43.0 kg (94.8 lbs),80,130,40,60,80,120,510,"Pressure, Unburden, Poison Touch",4.03,94.8,Class 3,Class 3
1658,903,8,Galar,Sneasler,Poison,"DPS Melee, Scout, Debuffer",No,"Male, Female",1.3 m (4′03″),43.0 kg (94.8 lbs),80,130,40,60,80,120,510,"Pressure, Unburden, Poison Touch",4.03,94.8,Class 3,Class 3
1659,904,8,Galar,Overqwil,Dark,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",2.5 m (8′02″),60.5 kg (133.4 lbs),85,115,65,95,65,85,510,"Poison Point, Swift Swim, Intimidate",8.02,133.4,Class 3,Class 4
1660,904,8,Galar,Overqwil,Poison,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",2.5 m (8′02″),60.5 kg (133.4 lbs),85,115,65,95,65,85,510,"Poison Point, Swift Swim, Intimidate",8.02,133.4,Class 3,Class 4
1661,905,8,Galar,"Enamorus
Incarnate Forme",Fairy,"DPS Ranged, Mage, Support",Yes,Female,1.6 m (5′03″),48.0 kg (105.8 lbs),74,115,135,70,80,106,580,"Cute Charm, Contrary",5.03,105.8,Class 3,Class 4
1662,905,8,Galar,"Enamorus
Incarnate Forme",Flying,"DPS Ranged, Mage, Support",Yes,Female,1.6 m (5′03″),48.0 kg (105.8 lbs),74,115,135,70,80,106,580,"Cute Charm, Contrary",5.03,105.8,Class 3,Class 4
1663,905,8,Galar,"Enamorus
Therian Forme",Fairy,"Tank, DPS Melee, Crowd Controller",Yes,Female,1.6 m (5′03″),48.0 kg (105.8 lbs),74,115,135,110,100,46,580,"Cute Charm, Contrary",5.03,105.8,Class 3,Class 4
1664,905,8,Galar,"Enamorus
Therian Forme",Flying,"Tank, DPS Melee, Crowd Controller",Yes,Female,1.6 m (5′03″),48.0 kg (105.8 lbs),74,115,135,110,100,46,580,"Cute Charm, Contrary",5.03,105.8,Class 3,Class 4
1665,906,9,Paldea,Sprigatito,Grass,"DPS Ranged, Support, Scout",No,"Male, Female",0.4 m (1′04″),4.1 kg (9.0 lbs),40,61,45,54,45,65,310,"Overgrow, Protean",1.04,9,Class 1,Class 1
1666,907,9,Paldea,Floragato,Grass,"DPS Melee, Scout, Buffer",No,"Male, Female",0.9 m (2′11″),12.2 kg (26.9 lbs),61,80,60,63,63,83,410,"Overgrow, Protean",2.11,26.9,Class 2,Class 2
1667,908,9,Paldea,Meowscarada,Grass,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.5 m (4′11″),31.2 kg (68.8 lbs),76,110,81,70,70,123,530,"Overgrow, Protean",4.11,68.8,Class 3,Class 3
1668,908,9,Paldea,Meowscarada,Dark,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.5 m (4′11″),31.2 kg (68.8 lbs),76,110,81,70,70,123,530,"Overgrow, Protean",4.11,68.8,Class 3,Class 3
1669,909,9,Paldea,Fuecoco,Fire,"Tank, Buffer, Support",No,"Male, Female",0.4 m (1′04″),9.8 kg (21.6 lbs),67,45,63,59,40,36,310,"Blaze, Unaware",1.04,21.6,Class 2,Class 1
1670,910,9,Paldea,Crocalor,Fire,"DPS Melee, Tank, Buffer",No,"Male, Female",1.0 m (3′03″),30.7 kg (67.7 lbs),81,55,90,78,58,49,411,"Blaze, Unaware",3.03,67.7,Class 3,Class 2
1671,911,9,Paldea,Skeledirge,Fire,"DPS Melee, Tank, Mage",No,"Male, Female",1.6 m (5′03″),326.5 kg (719.8 lbs),104,75,110,100,75,66,530,"Blaze, Unaware",5.03,719.8,Class 4,Class 4
1672,911,9,Paldea,Skeledirge,Ghost,"DPS Melee, Tank, Mage",No,"Male, Female",1.6 m (5′03″),326.5 kg (719.8 lbs),104,75,110,100,75,66,530,"Blaze, Unaware",5.03,719.8,Class 4,Class 4
1673,912,9,Paldea,Quaxly,Water,"DPS Ranged, Scout, Buffer",No,"Male, Female",0.5 m (1′08″),6.1 kg (13.4 lbs),55,65,50,45,45,50,310,"Torrent, Moxie",1.08,13.4,Class 1,Class 1
1674,913,9,Paldea,Quaxwell,Water,"DPS Melee, Buffer, Scout",No,"Male, Female",1.2 m (3′11″),21.5 kg (47.4 lbs),70,85,65,65,60,65,410,"Torrent, Moxie",3.11,47.4,Class 2,Class 3
1675,914,9,Paldea,Quaquaval,Water,"DPS Melee, DPS Ranged, Tank",No,"Male, Female",1.8 m (5′11″),61.9 kg (136.5 lbs),85,120,85,80,75,85,530,"Torrent, Moxie",5.11,136.5,Class 3,Class 4
1676,914,9,Paldea,Quaquaval,Fighting,"DPS Melee, DPS Ranged, Tank",No,"Male, Female",1.8 m (5′11″),61.9 kg (136.5 lbs),85,120,85,80,75,85,530,"Torrent, Moxie",5.11,136.5,Class 3,Class 4
1677,915,9,Paldea,Lechonk,Normal,"Tank, Support, Buffer",No,"Male, Female",0.5 m (1′08″),10.2 kg (22.5 lbs),54,45,35,40,45,35,254,"Aroma Veil, Gluttony, Thick Fat",1.08,22.5,Class 2,Class 1
1678,916,9,Paldea,Oinkologne,Normal,"DPS Melee, Tank, Support",No,Male,1.0 m (3′03″),120.0 kg (264.6 lbs),110,100,59,75,80,65,489,"Lingering Aroma, Gluttony, Thick Fat",3.03,264.6,Class 4,Class 2
1679,916,9,Paldea,Oinkologne,Normal,"DPS Melee, Tank, Support",No,Female,1.0 m (3′03″),120.0 kg (264.6 lbs),115,90,59,70,90,65,489,"Lingering Aroma, Gluttony, Thick Fat",3.03,264.6,Class 4,Class 2
1680,917,9,Paldea,Tarountula,Bug,"DPS Ranged, Scout, Debuffer",No,"Male, Female",0.3 m (1′00″),4.0 kg (8.8 lbs),35,41,29,45,40,20,210,"Insomnia, Stakeout",1,8.8,Class 1,Class 1
1681,918,9,Paldea,Spidops,Bug,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.0 m (3′03″),16.5 kg (36.4 lbs),60,79,52,92,86,35,404,"Insomnia, Stakeout",3.03,36.4,Class 2,Class 2
1682,919,9,Paldea,Nymble,Bug,"DPS Melee, Scout, Buffer",No,"Male, Female",0.2 m (0′08″),1.0 kg (2.2 lbs),33,46,21,40,25,45,210,"Swarm, Tinted Lens",0.08,2.2,Class 1,Class 1
1683,920,9,Paldea,Lokix,Bug,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.0 m (3′03″),17.5 kg (38.6 lbs),71,102,52,78,55,92,450,"Swarm, Tinted Lens",3.03,38.6,Class 2,Class 2
1684,920,9,Paldea,Lokix,Dark,"DPS Melee, DPS Ranged, Scout",No,"Male, Female",1.0 m (3′03″),17.5 kg (38.6 lbs),71,102,52,78,55,92,450,"Swarm, Tinted Lens",3.03,38.6,Class 2,Class 2
1685,921,9,Paldea,Pawmi,Electric,"Support, Scout, Buffer",No,"Male, Female",0.3 m (1′00″),2.5 kg (5.5 lbs),45,50,40,20,25,60,240,"Static, Natural Cure, Iron Fist",1,5.5,Class 1,Class 1
1686,922,9,Paldea,Pawmo,Electric,"DPS Melee, Support, Scout",No,"Male, Female",0.4 m (1′04″),6.5 kg (14.3 lbs),60,75,50,40,40,85,350,"Volt Absorb, Natural Cure, Iron Fist",1.04,14.3,Class 1,Class 1
1687,922,9,Paldea,Pawmo,Fighting,"DPS Melee, Support, Scout",No,"Male, Female",0.4 m (1′04″),6.5 kg (14.3 lbs),60,75,50,40,40,85,350,"Volt Absorb, Natural Cure, Iron Fist",1.04,14.3,Class 1,Class 1
1688,923,9,Paldea,Pawmot,Electric,"DPS Melee, Buffer, Tank",No,"Male, Female",0.9 m (2′11″),41.0 kg (90.4 lbs),70,115,70,70,60,105,490,"Volt Absorb, Natural Cure, Iron Fist",2.11,90.4,Class 3,Class 2
1689,923,9,Paldea,Pawmot,Fighting,"DPS Melee, Buffer, Tank",No,"Male, Female",0.9 m (2′11″),41.0 kg (90.4 lbs),70,115,70,70,60,105,490,"Volt Absorb, Natural Cure, Iron Fist",2.11,90.4,Class 3,Class 2
1690,924,9,Paldea,Tandemaus,Normal,"Support, Tank, Buffer",No,Genderless,0.3 m (1′00″),1.8 kg (4.0 lbs),50,50,40,45,45,75,305,"Run Away, Pickup, Own Tempo",1,4,Class 1,Class 1
1691,925,9,Paldea,"Maushold
Family of Four",Normal,"Tank, Support, Buffer",No,Genderless,0.3 m (1′00″),2.8 kg (6.2 lbs),74,75,65,70,75,111,470,"Friend Guard, Cheek Pouch, Technician",1,6.2,Class 1,Class 1
1692,925,9,Paldea,"Maushold
Family of Three",Normal,"Support, Tank, Buffer",No,Genderless,0.3 m (1′00″),2.8 kg (6.2 lbs),74,75,65,70,75,111,470,"Friend Guard, Cheek Pouch, Technician",1,6.2,Class 1,Class 1
1693,926,9,Paldea,Fidough,Fairy,"Tank, Support, Buffer",No,"Male, Female",0.3 m (1′00″),10.9 kg (24.0 lbs),37,55,30,70,55,65,312,"Own Tempo, Klutz",1,24,Class 2,Class 1
